,yt_id,start_time,end_time,tag_strings,laughter
295,1EewlcyiBC8,180.000,190.000,"['/m/01j3sz', '/m/04rlf', '/m/07rgt08', '/m/09x0r']",True
296,1EgeaffEFjQ,20.000,30.000,"['/m/0261r1', '/m/07rgt08']",True
297,1EwFiOuOfko,590.000,600.000,"['/m/07r660_', '/m/0ytgt']",True
298,1FoeNUWL_rE,30.000,40.000,"['/m/07s04w4', '/m/09x0r']",True
299,1GOmgGwbJsY,50.000,60.000,"['/m/01j3sz', '/m/09x0r']",True
300,1GoLVFklzZQ,40.000,50.000,"['/m/07r660_', '/m/09x0r', '/t/dd00125']",True
301,1Gx4UdJcky8,50.000,60.000,"['/m/01j3sz', '/m/09x0r']",True
302,1HUSdyXpY5A,30.000,40.000,"['/m/01j3sz', '/m/07s04w4']",True
303,1HlQfYHwGus,60.000,70.000,"['/m/01j3sz', '/m/09x0r']",True
304,1I28iHL0Ndg,30.000,40.000,"['/m/07r660_', '/m/09x0r']",True
305,1IvrRzc5reY,30.000,40.000,"['/m/07s04w4', '/m/09x0r']",True
306,1JQhilKesFo,30.000,40.000,['/m/07r660_'],True
307,1JZe-d8yQmI,540.000,550.000,"['/m/04rlf', '/m/07rgt08', '/m/07s04w4', '/m/09x0r']",True
308,1JeG9jl6VzY,340.000,350.000,"['/m/07sq110', '/t/dd00125']",True
309,1K01dSq_RSo,80.000,90.000,"['/m/01j3sz', '/m/09x0r']",True
310,1KIkLRUPJTw,10.000,20.000,"['/m/01j3sz', '/m/04rlf', '/m/09x0r']",True
311,1KMeBhe5sm0,310.000,320.000,"['/m/02p3nc', '/m/07sq110', '/m/09x0r']",True
312,1KbnIhcNDew,30.000,40.000,"['/m/07rgt08', '/m/07s04w4', '/m/09x0r']",True
313,1Kk8fBzHs8A,22.000,32.000,"['/m/01j3sz', '/m/09x0r']",True
314,1L_OyngNZMA,30.000,40.000,"['/m/01j3sz', '/m/07p6fty', '/m/09x0r']",True
315,1Lb-qqYjwgE,590.000,600.000,"['/m/07sq110', '/m/09x0r', '/t/dd00001', '/t/dd00125']",True
316,1LknL4xMO3M,10.000,20.000,"['/m/07rgt08', '/m/0ytgt']",True
317,1Lm-UTH4Qbk,10.000,20.000,"['/m/01j3sz', '/m/09x0r', '/t/dd00013']",True
318,1LoOoQtsLw0,10.000,20.000,['/m/01j3sz'],True
319,1LuLC0vtEoI,470.000,480.000,"['/m/04rlf', '/m/07s04w4', '/m/09x0r']",True
320,1MkGkopr0E4,30.000,40.000,"['/m/07rgt08', '/m/09x0r']",True
321,1MqnPScBXQ4,590.000,600.000,"['/m/068hy', '/m/07rgt08', '/m/09x0r', '/m/0bt9lr', '/m/0jbk', '/t/dd00125']",True
322,1N6TlECCr9Q,140.000,150.000,['/m/07s04w4'],True
323,1OiiHOphoEo,10.000,20.000,"['/m/01j3sz', '/m/09x0r', '/t/dd00125']",True
324,1P2Diy8eV-w,30.000,40.000,"['/m/01j3sz', '/m/09x0r']",True
325,1P7OMP2iXcQ,350.000,360.000,"['/m/07r660_', '/m/09x0r']",True
326,1PRvgkGBVjY,90.000,100.000,"['/m/01j3sz', '/m/09x0r']",True
327,1PYDkFh4qh0,10.000,20.000,"['/m/07r660_', '/m/09x0r', '/t/dd00125']",True
328,1Q1It-Cv1V4,30.000,40.000,"['/m/04rlf', '/m/07r660_', '/m/09x0r']",True
329,1Q6VNmj4bwI,20.000,30.000,"['/m/04rlf', '/m/07s04w4', '/m/09x0r']",True
330,1QM8wRk_Qzk,0.000,10.000,"['/m/01j3sz', '/m/04rlf', '/m/09x0r']",True
331,1QcaKCV_1XY,10.000,20.000,"['/m/01j3sz', '/m/09x0r', '/m/0ytgt']",True
332,1R4l4vO_Gb8,170.000,180.000,"['/m/01j3sz', '/m/09x0r']",True
333,1RA2xG64bZc,40.000,50.000,['/m/01j3sz'],True
334,1S9te1lE_98,50.000,60.000,"['/m/01j3sz', '/m/07rgt08', '/m/09x0r']",True
335,1SJcvP3DI6M,30.000,40.000,"['/m/07sq110', '/m/09x0r', '/m/0ytgt']",True
336,1SoF7fWA078,0.000,10.000,['/m/01j3sz'],True
337,1T7dlWkTZUY,20.000,30.000,"['/m/01j3sz', '/m/09x0r']",True
338,1TA1MPcKjiY,50.000,60.000,['/m/07s04w4'],True
339,1TUMX0Xs-Qg,30.000,40.000,['/m/07s04w4'],True
340,1TbSN_-W8Lg,160.000,170.000,"['/m/01j3sz', '/m/09x0r', '/t/dd00125']",True
341,1Ts2sTxitaA,520.000,530.000,"['/m/01j3sz', '/m/09x0r']",True
342,1U-HYdhwvlU,20.000,30.000,"['/m/01j3sz', '/m/04rlf', '/m/09x0r']",True
343,1U1tHbBUhV4,0.000,10.000,"['/m/01j3sz', '/m/04rlf', '/m/09x0r']",True
344,1U7NeZw1zT0,0.000,10.000,"['/m/01j3sz', '/m/02_nn', '/m/09x0r']",True
345,1U9hGKaKi4Q,30.000,40.000,"['/m/07rgt08', '/m/07s04w4', '/m/09x0r']",True
346,1UPYtgEtpQ0,70.000,80.000,"['/m/01j3sz', '/m/09x0r', '/t/dd00126']",True
347,1UaP-qZFIgg,30.000,40.000,['/m/01j3sz'],True
348,1Vil1OBnJHE,10.000,20.000,"['/m/01j3sz', '/m/09x0r']",True
349,1W7V5Hws8Ag,70.000,80.000,"['/m/01j3sz', '/m/09x0r']",True
350,1WIU5XgfYiQ,10.000,20.000,"['/m/01j3sz', '/m/09x0r']",True
351,1WsOvWCxU7s,40.000,50.000,"['/m/01j3sz', '/m/04rlf']",True
352,1XH4aW_jgO0,150.000,160.000,"['/m/07sq110', '/t/dd00125']",True
353,1XUei8C0jxA,20.000,30.000,"['/m/01j3sz', '/m/07r660_', '/m/07s04w4', '/m/0ytgt']",True
354,1YypPKD2OUs,140.000,150.000,"['/m/01j3sz', '/m/07r660_', '/m/09x0r']",True
355,1ZCiSVMIfEc,70.000,80.000,"['/m/01j3sz', '/m/09x0r']",True
356,1ZPnLWipJ0s,0.000,10.000,['/m/01j3sz'],True
357,1ZVej4FWKrw,0.000,10.000,['/m/01j3sz'],True
358,1ZYfLkEDluc,10.000,20.000,"['/m/01j3sz', '/m/09ddx', '/m/09x0r']",True
359,1_7YOJwx-xQ,30.000,40.000,"['/m/04rlf', '/m/07s04w4', '/m/09x0r']",True
360,1_LYklNirE8,10.000,20.000,"['/m/01j3sz', '/t/dd00125']",True
361,1_OtJdpEFdM,30.000,40.000,"['/m/07r660_', '/m/09x0r']",True
362,1aPLyjXbe4s,140.000,150.000,"['/m/01j3sz', '/m/04rlf', '/m/09x0r']",True
363,1aXeTBJqNFA,0.000,3.000,['/m/07r660_'],True
364,1ba7kq2R5A0,20.000,30.000,"['/m/01j3sz', '/m/09x0r']",True
365,1beqiUrL9Pc,30.000,40.000,['/m/07r660_'],True
366,1cNUKYCvU9s,20.000,30.000,['/m/01j3sz'],True
367,1d8iPXgwhpw,10.000,20.000,"['/m/01j3sz', '/t/dd00001']",True
368,1fGT0ubxnjc,40.000,50.000,"['/m/01j3sz', '/m/09x0r']",True
369,1fySZNQ803Q,230.000,240.000,"['/m/01j3sz', '/m/09x0r']",True
370,1hNHrwXfk10,340.000,350.000,"['/m/07sq110', '/m/09x0r', '/t/dd00001']",True
371,1jA2Cmzelv4,30.000,40.000,"['/m/07rgt08', '/m/09x0r']",True
372,1jDOdHt6L3U,50.000,60.000,"['/m/01j3sz', '/m/04rlf']",True
373,1jUG67J8eL0,30.000,40.000,"['/m/01j3sz', '/m/02lkt', '/m/04rlf', '/m/07s04w4', '/m/08cyft']",True
374,1kINJ6aWTbY,80.000,90.000,"['/m/01j3sz', '/m/04rlf', '/m/09x0r']",True
375,1kVx_XmU6OY,0.000,5.000,['/m/07r660_'],True
376,1kj-XgXaK-c,50.000,60.000,"['/m/01j3sz', '/m/04rlf']",True
377,1l2Zb9J9ZnA,30.000,40.000,"['/m/05zppz', '/m/07rgt08', '/m/09x0r']",True
378,1l72IrNJPjc,20.000,30.000,"['/m/04rlf', '/m/07rgt08', '/m/09x0r']",True
379,1l8piFwoW0s,10.000,20.000,"['/m/01j3sz', '/m/09x0r']",True
380,1m9a3ICxbyw,10.000,20.000,['/m/01j3sz'],True
381,1mvY7OkkKRg,10.000,20.000,"['/m/01j3sz', '/m/04rlf', '/m/07p6fty', '/m/09x0r']",True
382,1mwshcoX7KY,140.000,150.000,"['/m/01j3sz', '/m/09x0r']",True
383,1nNO8Ql6rbY,210.000,220.000,"['/m/01j3sz', '/m/07r660_']",True
384,1nV-9_4ny5I,460.000,470.000,"['/m/01j3sz', '/m/07s04w4', '/m/09x0r']",True
385,1n_PXw2Q51U,60.000,70.000,"['/m/04rlf', '/m/07rgt08', '/m/09x0r', '/m/0bt9lr', '/m/0jbk']",True
386,1neC7OSHueA,20.000,30.000,"['/m/04rlf', '/m/07rgt08', '/m/09x0r']",True
387,1ny6avN7KxQ,40.000,50.000,['/m/01j3sz'],True
388,1nz2sH_32Vk,80.000,90.000,"['/m/01j3sz', '/m/0ytgt']",True
389,1p0ItIpDNp0,150.000,160.000,['/m/01j3sz'],True
390,1pOTWI-T1Rk,30.000,40.000,"['/m/01j3sz', '/m/09x0r']",True
391,1pQwIRqDh6s,40.000,50.000,"['/m/09x0r', '/t/dd00001']",True
392,1pkbLB7AXWM,0.000,10.000,"['/m/01j3sz', '/m/0261r1', '/m/07r660_', '/m/09x0r', '/m/0ytgt']",True
393,1rxrpGmuMWQ,30.000,40.000,"['/m/07s04w4', '/m/09x0r']",True
394,1saCXsA5cQI,30.000,40.000,['/m/07s04w4'],True
395,1smsN0mMQBg,380.000,390.000,"['/m/01j3sz', '/m/06bxc']",True
396,1sqfOFENhr4,0.000,10.000,['/m/01j3sz'],True
397,1suEr5HK6nE,280.000,290.000,"['/m/01j3sz', '/m/07rgt08', '/m/07s04w4', '/m/09x0r']",True
398,1tBLf2se8mI,70.000,80.000,['/m/01j3sz'],True
399,1tBkahJwcyM,300.000,310.000,"['/m/01j3sz', '/m/09x0r', '/t/dd00125']",True
400,1uyZNb7V7Bs,30.000,40.000,"['/m/07rgt08', '/m/09x0r', '/t/dd00001']",True
401,1v7rUl3JWkE,30.000,40.000,"['/m/01j3sz', '/m/09x0r', '/t/dd00001', '/t/dd00125']",True
402,1vcVVOOtc34,260.000,270.000,"['/m/01j3sz', '/m/04rlf', '/m/09x0r']",True
403,1wDsYhgn6p0,60.000,70.000,['/m/01j3sz'],True
404,1wPsxD0Csec,520.000,530.000,"['/m/01j3sz', '/m/07qfr4h', '/m/09x0r', '/m/0jbk']",True
405,1x-paputGkw,400.000,410.000,['/m/01j3sz'],True
406,1y-5sN_HSWA,0.000,10.000,"['/m/01j3sz', '/m/09x0r']",True
407,1y26jTn2l68,30.000,40.000,"['/m/01j3sz', '/m/09x0r']",True
408,1yOaHPaw60Q,30.000,40.000,"['/m/07rgt08', '/m/07s04w4', '/m/09x0r']",True
409,1yXCHyV_rDI,250.000,260.000,"['/m/07rgt08', '/m/09x0r']",True
410,1yYcwfQ07PQ,20.000,30.000,"['/m/01j3sz', '/m/09x0r', '/t/dd00001']",True
411,1yimvaW1so4,10.000,20.000,"['/m/07sq110', '/m/09x0r', '/t/dd00126']",True
412,1yl3QgKoXZs,80.000,90.000,"['/m/01j3sz', '/m/09x0r']",True
413,1yqai-prkt0,30.000,40.000,"['/m/01j3sz', '/m/09x0r']",True
414,1yw6rD8p9rI,30.000,40.000,['/m/01j3sz'],True
415,1zZupqiYDCs,0.000,10.000,"['/m/04rlf', '/t/dd00001']",True
416,1zlEPqKUTW4,90.000,100.000,"['/m/01j3sz', '/m/07s04w4', '/m/09x0r']",True
417,2-8iaSTL-dI,10.000,20.000,['/m/01j3sz'],True
418,2-TRiOHGE7Q,10.000,20.000,"['/m/01j3sz', '/m/0463cq4', '/m/09x0r']",True
419,206QtcS6r30,30.000,40.000,"['/m/07s04w4', '/m/09x0r']",True
420,21V_bZYPCtw,80.000,90.000,['/m/01j3sz'],True
421,21swqG97kxQ,180.000,190.000,"['/m/01j3sz', '/m/09x0r']",True
422,22FJV6z1J3Y,60.000,70.000,"['/m/028ght', '/m/07rgt08']",True
423,22OIhPK_Xlo,100.000,110.000,"['/m/01j3sz', '/m/05zppz', '/m/09x0r']",True
424,22n29bkaYqM,30.000,40.000,"['/m/07rgt08', '/m/09x0r']",True
425,23ITT22sZ8U,10.000,20.000,"['/m/01j3sz', '/m/04rlf', '/m/09x0r']",True
426,23MWARtmBW4,60.000,70.000,"['/m/04rlf', '/m/07s04w4', '/m/09x0r']",True
427,24NUY00RhD0,0.000,10.000,"['/m/01j3sz', '/m/04rlf', '/m/09x0r']",True
428,24Qn65Eliz0,40.000,50.000,['/m/07s04w4'],True
429,24Ze03g_bMQ,60.000,70.000,"['/m/01j3sz', '/m/09x0r']",True
430,253hsny759E,30.000,40.000,"['/m/04rlf', '/m/07rgt08']",True
431,255pX8XH3qk,30.000,40.000,"['/m/07sq110', '/m/09x0r', '/m/0ytgt', '/t/dd00125']",True
432,258KPM-Z1ck,0.000,10.000,"['/m/07s04w4', '/m/0ytgt']",True
433,25RF3HCyudA,0.000,10.000,['/t/dd00001'],True
434,25mWLDZrTjY,30.000,40.000,"['/m/04rlf', '/m/07r660_']",True
435,25sevVFqZwk,40.000,50.000,['/m/01j3sz'],True
436,26mx1foVH1A,30.000,40.000,"['/m/01j3sz', '/m/09x0r']",True
437,26pnyTxYj2E,20.000,30.000,"['/m/01j3sz', '/m/09x0r', '/m/0ytgt']",True
438,27xRklWlZDA,130.000,140.000,"['/m/01j3sz', '/m/09x0r']",True
439,281ByGwW91I,80.000,90.000,"['/m/07s04w4', '/m/07yv9', '/m/0k4j']",True
440,28GbvtYmERQ,30.000,40.000,['/m/07s04w4'],True
441,28ICk77U6rU,30.000,40.000,"['/m/02zsn', '/m/07rgt08', '/m/09x0r']",True
442,28wbjdQrcmY,10.000,20.000,"['/m/04rlf', '/t/dd00001']",True
443,29tu5nsLOlk,50.000,60.000,"['/m/07rgt08', '/m/09x0r']",True
444,2AK4RwpNzso,20.000,30.000,"['/m/07sq110', '/m/09x0r', '/t/dd00125']",True
445,2BfSQadjnmc,580.000,590.000,"['/m/01j3sz', '/m/09x0r']",True
446,2CPQBra3GI8,20.000,30.000,['/m/01j3sz'],True
447,2CROz8zk-X0,0.000,10.000,"['/m/01j3sz', '/m/09x0r']",True
448,2CdtgDf0FiI,10.000,20.000,['/t/dd00001'],True
449,2DeWsERzaSY,50.000,60.000,"['/m/01j3sz', '/m/07sq110']",True
450,2DwzNylPUIE,30.000,40.000,"['/m/01j3sz', '/m/02qldy', '/m/05zppz', '/m/09x0r']",True
451,2E8lxYGbyIQ,50.000,60.000,"['/m/07r660_', '/t/dd00125']",True
452,2ETwQCqhaYQ,580.000,590.000,"['/m/01j3sz', '/m/09x0r']",True
453,2FBbXC5jhU8,30.000,40.000,"['/m/07rgt08', '/m/09x0r']",True
454,2FRFK1djwP0,30.000,40.000,"['/m/07rgt08', '/m/07s04w4', '/m/09x0r']",True
455,2FTZJlbOO7I,30.000,40.000,"['/m/07s04w4', '/m/09x0r']",True
456,2FexpXIrqGo,80.000,90.000,['/m/07s04w4'],True
457,2FnACeXVgMs,30.000,40.000,"['/m/07rgt08', '/m/09x0r']",True
458,2G79cK0n7MM,50.000,60.000,"['/m/04rlf', '/m/07rgt08', '/m/09x0r']",True
459,2GYKJ0P05AE,70.000,80.000,"['/m/07s04w4', '/m/09x0r']",True
460,2H2cx_poBbI,200.000,210.000,"['/m/01j3sz', '/m/09x0r']",True
461,2H7YAgyNp6g,0.000,10.000,"['/m/0463cq4', '/m/07r660_', '/m/09x0r', '/t/dd00002']",True
462,2Hp1AvKRiOA,10.000,20.000,"['/m/01b_21', '/m/01j3sz']",True
463,2IdaZW4N0Q0,280.000,290.000,"['/m/01j3sz', '/m/09x0r']",True
464,2J6utPa2lTo,70.000,80.000,"['/m/01j3sz', '/m/04rlf', '/m/09x0r']",True
465,2JAcBrLMO2s,30.000,40.000,['/m/01j3sz'],True
466,2JqAxsE_oyk,30.000,40.000,"['/m/07rgt08', '/m/07s04w4']",True
467,2KJxr0CvtY8,0.000,10.000,"['/m/01j3sz', '/m/04rlf', '/m/09x0r', '/t/dd00001', '/t/dd00125']",True
468,2KUN1nbMPG4,0.000,10.000,['/m/01j3sz'],True
469,2KY4D6r2u7g,200.000,210.000,"['/m/01j3sz', '/m/09x0r']",True
470,2Kc7fmxfQO8,70.000,80.000,"['/m/01j3sz', '/m/09x0r']",True
471,2KetZkYyo1c,20.000,30.000,"['/m/01j3sz', '/m/09x0r']",True
472,2LU9hG4NI-k,500.000,510.000,"['/m/01j3sz', '/m/09x0r']",True
473,2LtYOJeiO9Y,30.000,40.000,"['/m/04rlf', '/m/07s04w4', '/m/09x0r']",True
474,2MHujpwIl8c,30.000,40.000,"['/m/07s04w4', '/m/09x0r']",True
475,2MJ083qunsE,260.000,270.000,['/m/01j3sz'],True
476,2MR_81tRgOg,310.000,320.000,"['/m/01j3sz', '/m/09x0r']",True
477,2MWBRXeIqc4,150.000,160.000,"['/m/01j3sz', '/m/07r660_']",True
478,2MmZBxTlZIc,330.000,340.000,"['/m/07s04w4', '/m/09x0r']",True
479,2N40NRttbcU,30.000,40.000,"['/m/07r660_', '/m/09x0r']",True
480,2N5JNXBnsy0,13.000,23.000,"['/m/04rlf', '/m/07s04w4', '/m/09x0r']",True
481,2OAsQQ5xJLM,30.000,40.000,"['/m/01j3sz', '/m/01z5f', '/m/068hy', '/m/09x0r', '/m/0bt9lr', '/m/0jbk']",True
482,2PAMSXu8KLg,30.000,40.000,"['/m/01j3sz', '/m/09x0r']",True
483,2Qz3ADRazjg,20.000,30.000,"['/m/01j3sz', '/m/09x0r']",True
484,2RyEQrU9dJ4,30.000,40.000,['/m/07s04w4'],True
485,2S3GFog_tBI,250.000,260.000,"['/m/07s04w4', '/m/09x0r']",True
486,2S4HpQD-CfM,150.000,160.000,['/m/01j3sz'],True
487,2S4IY9V8UWU,20.000,30.000,['/m/01j3sz'],True
488,2Sb7U9QFkPI,30.000,40.000,"['/m/07rc7d9', '/t/dd00001']",True
489,2TBWSnIjJMk,180.000,190.000,"['/m/01b_21', '/m/01j3sz']",True
490,2Tjgs-iUKsU,50.000,60.000,['/m/07r660_'],True
491,2URXBjrsgt0,40.000,50.000,"['/m/01j3sz', '/m/09x0r', '/t/dd00001']",True
492,2Ui-Y323HJk,250.000,260.000,"['/m/015lz1', '/m/01j3sz', '/m/04rlf']",True
493,2W9sjf3Q2pI,10.000,20.000,['/t/dd00001'],True
494,2WeWlHe-89g,220.000,230.000,"['/m/07sq110', '/m/09x0r']",True
495,2Wzsa6Y2CIo,20.000,30.000,"['/m/01j3sz', '/m/09x0r']",True
496,2XQgWhslo6s,21.000,31.000,"['/m/07r660_', '/m/09x0r']",True
497,2XRKxHfv1kQ,30.000,40.000,"['/m/01j3sz', '/m/02p3nc', '/m/09x0r', '/t/dd00001']",True
498,2XasgT15Pr8,90.000,100.000,"['/m/07rgt08', '/m/07s04w4', '/m/09x0r', '/t/dd00125']",True
499,2XccfvE9a-8,20.000,30.000,"['/m/01j3sz', '/m/09x0r']",True
500,2Xg4FBfwESY,30.000,40.000,"['/m/07s04w4', '/m/09x0r']",True
501,2YGDu50akBc,10.000,20.000,['/m/01j3sz'],True
502,2YSi_XayU74,0.000,10.000,"['/m/01j3sz', '/m/09x0r']",True
503,2ZextTkMQSA,450.000,460.000,"['/m/04rlf', '/m/09x0r', '/t/dd00001', '/t/dd00125']",True
504,2ZgnpjUvIt0,30.000,40.000,"['/m/01j3sz', '/m/07s04w4', '/m/07sq110']",True
505,2ZhPUKvkits,430.000,440.000,['/m/01j3sz'],True
506,2ZqInEYQDOM,30.000,40.000,"['/m/01j3sz', '/t/dd00001']",True
507,2aUwppJluJE,30.000,40.000,"['/m/01j3sz', '/m/02p3nc']",True
508,2bmPqur-JhM,120.000,130.000,['/m/07sq110'],True
509,2bp5Stceo94,0.000,10.000,"['/t/dd00001', '/t/dd00125']",True
510,2c470XOGvp4,160.000,170.000,"['/m/07rgt08', '/m/09x0r']",True
511,2cCnmi64ygg,70.000,80.000,['/m/01j3sz'],True
512,2cIiXSCDTlw,30.000,40.000,"['/m/04rlf', '/m/07rgt08']",True
513,2dBLvucCdj4,160.000,170.000,"['/m/09x0r', '/t/dd00001', '/t/dd00125']",True
514,2dEQXH6OoQo,30.000,40.000,"['/m/04rlf', '/m/07s04w4']",True
515,2e6BO49g4GQ,40.000,50.000,['/m/01j3sz'],True
516,2fKa9tQwQLk,70.000,80.000,['/m/07sq110'],True
517,2ggJBDbgH-o,240.000,250.000,['/m/01j3sz'],True
518,2hybynw87OI,50.000,60.000,['/m/01j3sz'],True
519,2i82jVZy1pk,100.000,110.000,"['/m/01j3sz', '/t/dd00001']",True
520,2jXnYqFKDvg,450.000,460.000,"['/m/01j3sz', '/m/03qtwd', '/m/07qfr4h', '/m/09x0r']",True
521,2khX2UCLZKs,300.000,310.000,"['/m/01j3sz', '/m/09x0r']",True
522,2l8IT6u15gw,30.000,40.000,"['/m/07s04w4', '/m/09x0r']",True
523,2lZm2Jz6zNs,310.000,320.000,"['/m/01j3sz', '/m/04rlf', '/m/09x0r']",True
524,2m0eYIUZrys,40.000,50.000,['/m/01j3sz'],True
525,2m3lcde7WNI,340.000,350.000,"['/m/04rlf', '/m/07rgt08', '/m/09x0r']",True
526,2nLPkozoJoQ,60.000,70.000,"['/m/01j3sz', '/m/03qc9zr', '/m/04rlf']",True
527,2okT4xdDOhA,50.000,60.000,"['/m/07s04w4', '/m/09x0r']",True
528,2p0Qerx4CXs,10.000,20.000,"['/m/07rgt08', '/m/07s04w4', '/m/09x0r']",True
529,2pHHPoLARsQ,30.000,40.000,"['/m/01j3sz', '/m/07r660_']",True
530,2qHlwJ0RX9g,270.000,280.000,"['/m/01j3sz', '/m/09x0r']",True
531,2qUPYJxT6oI,170.000,180.000,"['/m/04rlf', '/m/07r660_', '/m/09x0r']",True
532,2qWIYCCmv44,60.000,70.000,['/m/01j3sz'],True
533,2sDFQiVB67I,80.000,90.000,"['/m/07s04w4', '/m/0ytgt']",True
534,2sSmfT0odSg,80.000,90.000,['/m/01j3sz'],True
535,2sh0D-0RmWM,130.000,140.000,"['/m/07rgt08', '/m/09x0r']",True
536,2tTtEzViqHs,30.000,40.000,"['/m/05zppz', '/m/07s04w4', '/m/09x0r']",True
537,2thZbFL5w64,30.000,40.000,"['/m/04rlf', '/m/07s04w4', '/t/dd00001']",True
538,2u0XPq0nfos,380.000,390.000,"['/m/07r660_', '/m/09x0r', '/t/dd00125']",True
539,2uVCxaNaHfI,330.000,340.000,"['/m/01j3sz', '/m/09x0r']",True
540,2uVXh0EGUyo,390.000,400.000,"['/m/01j3sz', '/m/09x0r']",True
541,2vCkEDjVHD0,30.000,40.000,"['/m/01j3sz', '/m/04rlf', '/m/09x0r']",True
542,2xSicntHlXA,30.000,40.000,['/m/07s04w4'],True
543,2xVPoFkX6Y0,90.000,100.000,"['/m/01j3sz', '/m/04rlf', '/m/07rgt08', '/m/09x0r']",True
544,2y_16H_rw0E,120.000,130.000,"['/m/07rgt08', '/m/09x0r']",True
545,2yecD3tWBZA,20.000,30.000,"['/m/01j3sz', '/m/04rlf', '/m/09x0r']",True
546,2z6hyl9T4WY,400.000,410.000,"['/m/04rlf', '/m/07s04w4', '/m/09x0r']",True
547,2zlUqcpeGVs,190.000,200.000,"['/m/01j3sz', '/m/09x0r']",True
548,2zoWZJS2nNQ,30.000,40.000,"['/m/04rlf', '/m/07rgt08', '/m/09x0r']",True
549,3-GA1vpQQk0,70.000,80.000,"['/m/01j3sz', '/m/07rgt08', '/m/09x0r']",True
550,3-QYrOb-3gE,0.000,10.000,"['/m/01j3sz', '/m/09x0r']",True
551,3-s_1bIZj4E,20.000,30.000,"['/m/01j3sz', '/m/09x0r']",True
552,3-xIrh53IEE,110.000,120.000,['/m/01j3sz'],True
553,32IupWUtF3k,30.000,40.000,"['/m/07rgt08', '/m/07s04w4']",True
554,32Xc593-NII,30.000,40.000,['/m/07rgt08'],True
555,32b7Yly0UNw,0.000,7.000,['/m/01j3sz'],True
556,33bdweWrdnw,80.000,90.000,"['/m/01j3sz', '/m/07sq110']",True
557,33kblsaGWRY,110.000,120.000,"['/m/01j3sz', '/m/09x0r']",True
558,33m9tv3bLPo,0.000,2.000,['/m/07r660_'],True
559,33xGOxkO6Sw,0.000,10.000,"['/m/01j3sz', '/m/068hy']",True
560,34D1MNCpEew,0.000,10.000,"['/m/07s04w4', '/m/09x0r']",True
561,34HlNzzQKFk,0.000,9.000,"['/m/07rgt08', '/m/07s04w4', '/m/09x0r']",True
562,34Kls9r9378,80.000,90.000,['/m/01j3sz'],True
563,34WPdkxMAew,210.000,220.000,"['/m/07sq110', '/m/09x0r']",True
564,34d0BOyyAUg,20.000,30.000,"['/m/01j3sz', '/m/09x0r']",True
565,35-qDbw0wNg,50.000,60.000,"['/m/07rgt08', '/m/09x0r', '/t/dd00126']",True
566,35TJzkXuJ1w,150.000,160.000,"['/m/07rgt08', '/m/0ytgt']",True
567,35nCBF__Iak,160.000,170.000,"['/m/01j3sz', '/m/07s04w4', '/m/09x0r']",True
568,35twa_Mflb4,80.000,90.000,"['/m/07r660_', '/m/09x0r']",True
569,36CZ9uDXqAM,50.000,60.000,"['/m/01j3sz', '/m/04rlf', '/m/07sq110', '/m/09x0r']",True
570,37d2otZNdtY,210.000,220.000,"['/m/01j3sz', '/m/09x0r']",True
571,37hqUFpvl6A,30.000,40.000,"['/m/01j3sz', '/m/09x0r', '/t/dd00001']",True
572,39-REoHQ98s,40.000,50.000,"['/m/01j3sz', '/m/07sq110', '/m/09x0r']",True
573,39eMPX6UotU,40.000,50.000,['/m/01j3sz'],True
574,39iC8Wu1d8I,70.000,80.000,"['/m/07sq110', '/m/09x0r', '/m/0k65p', '/m/0l15bq']",True
575,3A0_2l2NWNs,0.000,10.000,"['/m/01j3sz', '/m/04rlf']",True
576,3A5AoL6DDvo,30.000,40.000,"['/m/07rgt08', '/m/09x0r', '/t/dd00125']",True
577,3B8_AvjGIFc,50.000,60.000,"['/m/07sq110', '/m/09x0r']",True
578,3BWyVu2qs9c,90.000,100.000,"['/m/07r660_', '/m/09x0r']",True
579,3C1IpjsyHEA,110.000,120.000,"['/m/07r660_', '/m/07rgt08', '/m/0ytgt']",True
580,3C5aNXYX7OM,200.000,210.000,"['/m/01j3sz', '/m/09x0r']",True
581,3C9gbaFQJ1w,30.000,40.000,"['/m/04rlf', '/t/dd00001']",True
582,3CA8zrg5iYI,40.000,50.000,"['/m/07s04w4', '/m/09x0r']",True
583,3CLqMyUjEik,390.000,400.000,"['/m/01j3sz', '/m/09x0r']",True
584,3CXefkKjx8k,20.000,30.000,"['/m/01j3sz', '/m/09x0r', '/m/0ytgt']",True
585,3CzCo-FG-C4,110.000,120.000,"['/m/01j3sz', '/m/02zsn', '/m/04rlf', '/m/09x0r']",True
586,3DylwGXXYWw,160.000,170.000,"['/m/07r660_', '/m/09x0r', '/m/0ytgt', '/t/dd00001', '/t/dd00125']",True
587,3E-Q4c_TP7s,40.000,50.000,"['/m/01j3sz', '/m/09x0r']",True
588,3ED1Q9v2w_I,300.000,310.000,['/m/07rgt08'],True
589,3Enq7k2IpvQ,20.000,30.000,"['/m/01b_21', '/m/01j3sz']",True
590,3EnvtNgTvCk,50.000,60.000,"['/m/01j3sz', '/m/09x0r']",True
591,3FE0GjL8pfs,180.000,190.000,"['/m/07r660_', '/m/07sq110', '/m/09x0r', '/t/dd00125']",True
592,3FG2oe-VjWM,10.000,20.000,"['/m/01j3sz', '/m/09x0r']",True
